['月', 'm', 24590]
['拼', 'v', 12]
['安危', 'nr', 12]
['成', 'n', 12]
['牢', 'a', 12]
['宰', 'v', 12]
['完', 'v', 11]
['霄', 'nr', 11]
['难逃', 'v', 11]
['女儿', 'n', 11]
['今生', 't', 11]
['满堂', 'nr', 11]
['秋夜', 't', 11]
['游鱼', 'n', 11]
['开发', 'v', 11]
['留影', 'v', 11]
['灌水', 'n', 11]
['顶上', 'f', 11]
['花气', 'n', 11]
['杜鹃', 'nr', 11]
['精通', 'a', 11]
['记忆', 'n', 11]
['熊', 'nr', 11]
['天光', 'n', 11]
['白酒', 'n', 11]
['似火', 'l', 11]
['水声', 'n', 11]
['大观', 'n', 11]
['善人', 'n', 11]
['天花', 'n', 11]
['洛阳', 'ns', 11]
['一分', 'm', 11]
['路遥', 'nr', 11]
['禄', 'nr', 11]
['月', 'm', 11]
['叩', 'v', 11]
['美女', 'n', 11]
['分红', 'v', 11]
['成天', 't', 11]
['悠然', 'z', 11]
['四化', 'j', 11]
['媒', 'n', 11]
['醉酒', 'n', 11]
['浅浅', 'a', 11]
['彻', 'ad', 11]
['同堂', 'n', 11]
['摊', 'v', 11]
['凤', 'nr', 11]
['村姑', 'n', 11]
['凤辇', 'nr', 11]
['寒蝉', 'nr', 11]
['厨', 'n', 11]
['梨', 'n', 11]
['简单', 'a', 11]
['金屋', 'n', 11]
['信息', 'n', 11]
['当官', 'n', 11]
['龙虎', 'nr', 11]
['胆大', 'a', 11]
['凋', 'zg', 11]
['笔端', 'n', 11]
['午夜', 't', 11]
['剩', 'v', 11]
['雨', 'n', 11]
['肚', 'n', 11]
['老天', 't', 11]
['后人', 'n', 11]
['滴水', 'n', 11]
['城中', 's', 11]
['落落', 'v', 11]
['钟声', 'nr', 11]
['青海', 'ns', 11]
['富民', 'n', 11]
['兴衰', 'v', 11]
['皱', 'v', 11]
['小桥', 'nr', 11]
['担当', 'v', 11]
['旅游', 'vn', 11]
['真理', 'n', 11]
['神奇', 'a', 11]
['春华', 'nz', 11]
['桂花', 'nr', 11]
['万山', 'ns', 11]
['萝卜', 'n', 11]
['玉液', 'n', 11]
['婿', 'ng', 11]
['香气', 'n', 11]
['心态', 'n', 11]
['回眸', 'v', 11]
['无端', 'n', 11]
['击鼓', 'v', 11]
['信步', 'n', 11]
['淌', 'v', 11]
['天门', 'ns', 11]
['君臣', 'n', 11]
['古香', 'nr', 11]
['脑筋', 'n', 11]
['无瑕', 'z', 11]
['全民', 'n', 11]
['龟', 'ns', 11]
['休闲', 'v', 11]
['衬', 'n', 11]
['防患', 'n', 11]
['新欢', 'v', 11]
['道', 'q', 11]
['金银', 'nz', 11]
['足', 'a', 11]
['圈', 'q', 11]
['盗', 'zg', 11]
['栋梁材', 'i', 11]
['困难', 'an', 11]
['有', 'v', 11]
['岁寒', 't', 11]
['目光', 'n', 11]
['开窗', 'n', 11]
['行者', 'n', 11]
['舒心', 'a', 11]
['道士', 'n', 11]
['凤鸣', 'nr', 11]
['今天', 't', 11]
['安', 'ns', 11]
['红心', 'n', 11]
['贡', 'n', 11]
['腾空', 'v', 11]
['霭', 'ng', 11]
['马列', 'q', 11]
['高招', 'nr', 11]
['立身', 'd', 11]
['喻', 'nr', 11]
['无能', 'v', 11]
['长夜', 'd', 11]
['辗转', 'v', 11]
['扮', 'v', 11]
['计生', 'n', 11]
['心里', 's', 11]
['甘泉', 'ns', 11]
['林间', 'n', 11]
['一流', 'n', 11]
['搞', 'v', 11]
['扉', 'n', 11]
['油盐', 'n', 11]
['空心', 'n', 11]
['掬', 'v', 11]
['美梦', 'nz', 11]
['荒唐', 'a', 11]
['含羞', 'a', 11]
['套', 'q', 11]
['滑', 'v', 11]
['钱财', 'nr', 11]
['花谢', 'nr', 11]
['鬼神', 'n', 11]
['念佛', 'n', 11]
['桃园', 'ns', 11]
['鸾凤', 'n', 11]
['会议', 'n', 11]
['拙', 'ag', 11]
['过来', 't', 11]
['躬行', 'v', 11]
['执手', 'v', 11]
['小小', 'b', 11]
['雪月', 't', 11]
['曲曲', 'n', 11]
['服从', 'v', 11]
['天凉', 'ns', 11]
['雁声', 'nr', 11]
['精心', 'n', 11]
['小山', 'nr', 11]
['萌', 'v', 11]
['醉翁', 'nr', 11]
['汇', 'n', 11]
['环肥', 'n', 11]
['乳', 'n', 11]
['齐心', 'a', 11]
['天', 'q', 11]
['海棠', 'n', 11]
['执法', 'v', 11]
['益友', 'nr', 11]
['琅玕', 'z', 11]
['社稷', 'n', 11]
['星期', 't', 11]
['帅', 'nr', 11]
['渔火', 'n', 11]
['青牛', 'n', 11]
['人', 'n', 11]
['稀客', 'n', 11]
['入', 'v', 11]
['握', 'v', 11]
['惭', 'a', 11]
['苦海', 'n', 11]
['旷野', 'nr', 11]
['岚', 'nr', 11]
['百事', 'n', 11]
['花都', 'ns', 11]
['不正', 'd', 11]
['别', 'r', 11]
['画屏', 'n', 11]
['荣华', 'nr', 11]
['传经', 'n', 11]
['云', 'n', 11]
['专', 'n', 11]
['梅雨', 'nr', 11]
['解语', 'nz', 11]
['醇', 'ag', 11]
['辰', 'ng', 11]
['鸦', 'nz', 11]
['款款', 'n', 11]
['苍天', 'nr', 11]
['空空', 'n', 11]
['咽', 'v', 11]
['秘', 'n', 11]
['三五', 'm', 11]
['款', 'm', 11]
['独占', 'v', 11]
['日子', 'n', 11]
['刺', 'v', 11]
['曙色', 'n', 11]
['卜', 'nr', 11]
['风物', 'n', 11]
['入户', 'n', 11]
['好色', 'n', 10]
['幽谷', 'n', 10]
['依法', 'n', 10]
['九万', 'm', 10]
['铮铮', 'a', 10]
['铿锵', 'o', 10]
['有幸', 'a', 10]
['捣', 'v', 10]
['秘书', 'n', 10]
['转身', 'v', 10]
['后生', 'n', 10]
['魄', 'n', 10]
['高悬', 'nr', 10]
['价值', 'n', 10]
['问津', 'nr', 10]
['雨声', 'n', 10]
['双星', 'nz', 10]
['诚意', 'a', 10]
['好运', 'n', 10]
['松间', 'n', 10]
['柔情', 'a', 10]
['散花', 'n', 10]
['弄潮', 'n', 10]
['践', 'v', 10]
['一支', 'm', 10]
['狼', 'n', 10]
['室', 'n', 10]
['双手', 'n', 10]
['百万', 'm', 10]
['梅影', 'nr', 10]
['出海', 'v', 10]
['人', 'n', 10]
['美国', 'ns', 10]
['鹭', 'ng', 10]
['燕雀', 'n', 10]
['萧条', 'a', 10]
['碧树', 'nr', 10]
['欣逢', 'v', 10]
['万千', 'm', 10]
['五谷', 'n', 10]
['身边', 's', 10]
['隐身', 'v', 10]
['平淡', 'a', 10]
['噪', 'n', 10]
['路', 'n', 10]
['虎豹', 'nz', 10]
['酥', 'a', 10]
['自来', 'd', 10]
['慈母', 'nr', 10]
['天性', 'n', 10]
['金山', 'nr', 10]
['白帝', 'nr', 10]
['鬼子', 'n', 10]
['忘本', 'v', 10]
['新鲜', 'ns', 10]
['图画', 'n', 10]
['便是', 'v', 10]
['江中', 'ns', 10]
['申', 'v', 10]
['清词', 'n', 10]
['千里路', 'ns', 10]
['采药', 'v', 10]
['月', 'm', 10]
['一行', 'm', 10]
['烟', 'n', 10]
['修成', 'v', 10]
['放心', 'v', 10]
['夷', 'ng', 10]
['科', 'n', 10]
['山石', 'n', 10]
['蜜', 'n', 10]
['激情', 'n', 10]
['雷锋', 'nr', 10]
['议', 'zg', 10]
['认真', 'ad', 10]
['籍', 'ng', 10]
['凝眸', 'v', 10]
['重逢', 'v', 10]
['山谷', 'n', 10]
['迷路', 'n', 10]
['诗卷', 'n', 10]
['脉脉', 'n', 10]
['飞鸟', 'n', 10]
['街头', 's', 10]
['脸', 's', 10]
['镰', 'n', 10]
['木鱼', 'n', 10]
['炎', 'n', 10]
['凉风', 'n', 10]
['侍', 'nr', 10]
['思乡', 'n', 10]
['入夜', 'v', 10]
['足下', 'v', 10]
['兴趣', 'n', 10]
['细细', 'a', 10]
['壮心', 'a', 10]
['平凡', 'a', 10]
['真诚', 'a', 10]
['娶', 'v', 10]
['三百', 'm', 10]
['元宵', 't', 10]
['妹', 'n', 10]
['眼花', 'n', 10]
['否', 'zg', 10]
['轻风', 'n', 10]
['凌云志', 'nr', 10]
['雷鸣', 'nr', 10]
['推车', 'v', 10]
['世态', 'n', 10]
['大厦', 'n', 10]
['可爱', 'v', 10]
['一群', 'm', 10]
['猎', 'vg', 10]
['昆仑', 'ns', 10]
['普照', 'nr', 10]
['胡言', 'nr', 10]
['害', 'v', 10]
['维', 'v', 10]
['灰心', 'n', 10]
['念', 'v', 10]
['大学', 'n', 10]
['成文', 'n', 10]
['富裕', 'a', 10]
['难', 'a', 10]
['暖', 'a', 10]
['沉', 'v', 10]
['味', 'n', 10]
['诛', 'v', 10]
['红烛', 'n', 10]
['甘雨', 'nr', 10]
['淑气', 'n', 10]
['得趣', 'a', 10]
['金石', 'nr', 10]
['万方', 'm', 10]
['才', 'd', 10]
['鹊桥', 'ns', 10]
['青楼', 'n', 10]
['幕后', 's', 10]
['经书', 'n', 10]
['蓝天', 'nr', 10]
['红雨', 'nr', 10]
['外', 'f', 10]
['置', 'v', 10]
['四围', 'f', 10]
['犹如', 'v', 10]
['烟柳', 'n', 10]
['正好', 'a', 10]
['国威', 'n', 10]
['竹风', 'n', 10]
['名声', 'n', 10]
['菡萏', 'n', 10]
['过河', 'n', 10]
['拓', 'nr', 10]
['光棍', 'n', 10]
['琼树', 'ns', 10]
['刀枪', 'n', 10]
['高士', 'n', 10]
['丽水', 'ns', 10]
['开颜', 'nrt', 10]
['杨柳风', 'nr', 10]
['心神', 'n', 10]
['僻', 'ag', 10]
['珍珠', 'n', 10]
['热闹', 'a', 10]
['填海', 'v', 10]
['及时', 'c', 10]
['楼上', 's', 10]
['午', 't', 10]
['圆梦', 'n', 10]
['黑白', 'z', 10]
['霸道', 'n', 10]
['涛声', 'n', 10]
['梯', 'n', 10]
['虎踞', 'v', 10]
['游戏', 'n', 10]
['青云路', 'ns', 10]
['长寿', 'ns', 10]
['运动', 'vn', 10]
['泛舟', 'nz', 10]
['天时', 't', 10]
['龙井', 'ns', 10]
['空调', 'n', 10]
['双双', 'm', 10]
['酒肆', 'n', 10]
['雨雨', 'nr', 10]
['神农', 'nz', 10]
['白话', 'n', 10]
['成堆', 'n', 10]
['从今', 't', 10]
['年少', 'v', 10]
['敛', 'zg', 10]
['藏书', 'nz', 10]
['画眉', 'n', 10]
['日', 'm', 10]
['飘红', 'z', 10]
['当心', 'n', 10]
['丹凤', 'nr', 10]
['礼乐', 'n', 10]
['细流', 'n', 10]
['山寨', 'ns', 10]
['细语', 'n', 10]
['傲骨', 'nr', 10]
['怯', 'zg', 10]
['仙山', 'ns', 10]
['老酒', 'n', 10]
['贵贱', 'n', 10]
['意思', 'n', 10]
['地震', 'n', 10]
['出口', 'vn', 10]
['六经', 'j', 10]
['登临', 'v', 10]
['戈', 'nr', 10]
['晴天', 'nz', 10]
['委', 'zg', 10]
['好学', 'n', 10]
['飞', 'n', 10]
['束', 'nr', 10]
['竹', 'ng', 9]
['自信', 'v', 9]
['撩人', 'v', 9]
['生烟', 'n', 9]
['两鬓', 'n', 9]
['几分', 'm', 9]
['待客', 'n', 9]
['昼', 'n', 9]
['孤芳', 'nr', 9]
['便宜', 'a', 9]
['双', 'n', 9]
['映水', 'v', 9]
['时', 'ng', 9]
['泉流', 'n', 9]
['花色', 'n', 9]
['茅庐', 'nr', 9]
['严明', 'a', 9]
['太极', 'ns', 9]
['挖', 'v', 9]
['高兴', 'b', 9]
['殷勤', 'nr', 9]
['杜甫', 'nr', 9]
['年轻', 'a', 9]
['百草', 'n', 9]
['世泽', 'n', 9]
['神通', 'nz', 9]
['远', 'a', 9]
['尘缘', 'n', 9]
['山路', 'n', 9]
['昔日', 't', 9]
['扬帆', 'nz', 9]
['夏至', 't', 9]
['晓日', 'nr', 9]
['类', 'q', 9]
['明白', 'nr', 9]
['草地', 'n', 9]
['气', 'n', 9]
['目标', 'n', 9]
['人', 'n', 9]
['笑颜', 'n', 9]
['爱意', 'n', 9]
['良缘', 'n', 9]
['画图', 'n', 9]
['下', 'f', 9]
['出关', 'v', 9]
['千军', 'n', 9]
['高下', 'n', 9]
['烟', 'n', 9]
['最高', 'a', 9]
['红袖', 'n', 9]
['出奇', 'a', 9]
['凉月', 'n', 9]
['盟', 'n', 9]
['国色', 'n', 9]
['骗', 'v', 9]
['扬威', 'ns', 9]
['何求', 'v', 9]
['丝丝', 'm', 9]
['寂寥', 'z', 9]
['围炉', 'n', 9]
['祸福', 'n', 9]
['闲游', 'n', 9]
['古城', 'ns', 9]
['清茶', 'n', 9]
['闭门', 'v', 9]
['子夜', 'n', 9]
['桃溪', 'ns', 9]
['叔', 'n', 9]
['百战', 'nz', 9]
['班', 'n', 9]
['天山', 'ns', 9]
['瀑布', 'n', 9]
['不息', 'v', 9]
['萧', 'nr', 9]
['兰舟', 'nr', 9]
['云卷', 'n', 9]
['风雷', 'n', 9]
['强军', 'n', 9]
['句', 'q', 9]
['混', 'v', 9]
['钟', 'n', 9]
['妃', 'n', 9]
['美玉', 'nr', 9]
['安身', 'v', 9]
['三门', 'm', 9]
['地', 'n', 9]
['成佛', 'v', 9]
['破晓', 'v', 9]
['鲤', 'nz', 9]
['盐', 'n', 9]
['古意', 'n', 9]
['簪', 'zg', 9]
['万岁', 'm', 9]
['霸王', 'n', 9]
['无赖', 'v', 9]
['长长', 'n', 9]
['蓬壶', 'nr', 9]
['利禄', 'nr', 9]
['匠', 'ng', 9]
['树上', 's', 9]
['臂', 'n', 9]
['茅', 'n', 9]
['胸襟', 'n', 9]
['桑梓', 'nrfg', 9]
['出', 'v', 9]
['够', 'zg', 9]
['潮流', 'n', 9]
['工夫', 'n', 9]
['几时休', 'l', 9]
['匠心', 'n', 9]
['大名', 'm', 9]
['八斗', 'm', 9]
['楼阁', 'n', 9]
['在', 'p', 9]
['损', 'n', 9]
['俏', 'a', 9]
['绍', 'ns', 9]
['忠义', 'n', 9]
['拈花', 'v', 9]
['孺子', 'n', 9]
['做官', 'n', 9]
['谦和', 'a', 9]
['芽', 'n', 9]
['板桥', 'n', 9]
['天书', 'n', 9]
['世故', 'n', 9]
['城市', 'ns', 9]
['无云', 'i', 9]
['乡思', 'n', 9]
['上', 'f', 9]
['捕', 'v', 9]
['众人', 'n', 9]
['无憾', 'a', 9]
['人', 'n', 9]
['花信', 'nt', 9]
['复', 'v', 9]
['独步', 'd', 9]
['佳话', 'n', 9]
['笔', 'n', 9]
['无妨', 'v', 9]
['希', 'v', 9]
['资源', 'n', 9]
['黄泉', 'nr', 9]
['无涯', 'n', 9]
['擅', 'vg', 9]
['扬眉', 'ns', 9]
['高', 'a', 9]
['干部', 'n', 9]
['在手', 'v', 9]
['残', 'a', 9]
['长征', 'n', 9]
['竹节', 'n', 9]
['无尽', 'd', 9]
['巫山', 'ns', 9]
['开明', 'v', 9]
['险阻', 'n', 9]
['自留', 'v', 9]
['悬崖', 'n', 9]
['天仙', 'n', 9]
['联网', 'nz', 9]
['月白', 'n', 9]
['百业', 'n', 9]
['田间', 'n', 9]
['暖风', 'n', 9]
['浇愁', 'v', 9]
['大义', 'n', 9]
['青眼', 'n', 9]
['风浪', 'n', 9]
['云霄', 'nr', 9]
['诗', 'n', 9]
['蝉鸣', 'v', 9]
['雅句', 'ns', 9]
['有用', 'v', 9]
['浦', 'zg', 9]
['化作', 'n', 9]
['猷', 'zg', 9]
['光景', 'n', 9]
['布谷', 'nr', 9]
['有', 'v', 9]
['愚公', 'nr', 9]
['成林', 'n', 9]
['喜事', 'v', 9]
['钢', 'n', 9]
['虑', 'vg', 9]
['市场', 'n', 9]
['陷', 'v', 9]
['赴', 'v', 9]
['律己', 'n', 9]
['细叶', 'n', 9]
['洪', 'nr', 9]
['千枝', 'm', 9]
['崎岖', 'a', 9]
['土地', 'n', 9]
['口中', 's', 9]
['虎狼', 'ns', 9]
['高阁', 'nr', 9]
['巴', 'ns', 9]
['下海', 'ns', 9]
['风', 'n', 9]
['加油', 'v', 9]
['泉石', 'n', 9]
['不宜', 'a', 9]
['百世', 'n', 9]
['洞房', 'n', 9]
['漫漫', 'a', 9]
['赚', 'v', 9]
['草包', 'n', 9]
['查', 'v', 9]
['诗风', 'n', 9]
['赫赫', 'nr', 9]
['路', 'n', 9]
['丈', 'n', 9]
['放鹤', 'nrfg', 9]
['耍', 'v', 9]
['滋味', 'n', 9]
['实在', 'v', 9]
['兴亡', 'v', 9]
['何在', 'd', 9]
['城郭', 'n', 9]
['苛求', 'v', 9]
['党风', 'n', 9]
['命运', 'n', 9]
['瓶', 'n', 9]
['励志', 'n', 9]
['绝壁', 'n', 9]
['多难', 'd', 9]
['梦断', 'v', 9]
['水绿', 'b', 9]
['堪称', 'v', 9]
['上品', 'n', 9]
['内外', 's', 9]
['闲观', 'n', 9]
['丑', 'a', 9]
['雕龙', 'n', 9]
['分', 'v', 9]
['新郎', 'n', 9]
['空虚', 'n', 9]
['赏心', 'n', 9]
['半边', 's', 9]
['清静', 'a', 9]
['粗心', 'a', 9]
['沙场', 'n', 9]
['安心', 'v', 9]
['惬意', 'a', 9]
['花期', 'n', 9]
['千树', 'n', 9]
['石鼓', 'n', 9]
['山寺', 'ns', 9]
['路上', 's', 9]
['旦', 'j', 9]
['中', 'f', 9]
['鹭', 'ng', 9]
['鱼龙', 'nr', 9]
['家中', 's', 9]
['人', 'n', 9]
['黑马', 'ns', 9]
['丰碑', 'nz', 9]
['抗', 'v', 9]
['无碍', 'v', 9]
['曹', 'nr', 9]
['屈原', 'n', 9]
['晒', 'v', 9]
['田野', 'nr', 9]
['风帆', 'n', 9]
['西门', 'ns', 9]
['俊杰', 'nr', 9]
['静坐', 'v', 9]
['云鹤', 'nr', 9]
['西北', 'ns', 9]
['有色', 'n', 9]
['百丈', 'm', 9]
['轻重', 'a', 9]
['无悔', 'v', 9]
['锄', 'v', 9]
['别离', 'v', 9]
['夜', 't', 9]
['鲲鹏', 'n', 9]
['深思', 'n', 9]
['三阳', 'ns', 9]
['前生', 'n', 9]
['空间', 'n', 9]
['精诚', 'a', 9]
['黄梅', 'nr', 9]
['虞', 'nr', 9]
['几行', 'm', 9]
['传人', 'n', 9]
['举世', 'v', 9]
['颠', 'v', 9]
['气爽', 'a', 9]
['上台', 'ns', 9]
['毒', 'zg', 9]
['不甘', 'v', 9]
['思想', 'n', 9]
['攀高', 'v', 9]
['芦花', 'n', 9]
['清官', 'n', 9]
['雨来', 't', 9]
['一把', 'm', 9]
['樽', 'ng', 8]
['古文', 'nr', 8]
['拘', 'zg', 8]
['心声', 'n', 8]
['附', 'v', 8]
['录', 'zg', 8]
['哺', 'zg', 8]
['旧时', 't', 8]
['碌碌', 'i', 8]
['浪花', 'n', 8]
['濯', 'vg', 8]
['成人', 'n', 8]
['金谷', 'n', 8]
['衡', 'ns', 8]
['流霞', 'n', 8]
['八九', 'm', 8]
['无疆', 'ns', 8]
['无形', 'b', 8]
['图强', 'n', 8]
['寿星', 'nr', 8]
['蹉跎', 'v', 8]
['蜂蝶', 'n', 8]
['连绵', 'a', 8]
['故园', 'n', 8]
['才子', 'n', 8]
['夏收', 'nr', 8]
['尘烟', 'n', 8]
['酒色', 'n', 8]
['魏', 'nr', 8]
['光照', 'n', 8]
['黄石', 'nr', 8]
['踏歌', 'v', 8]
['祥瑞', 'nz', 8]
['三寸', 'm', 8]
['竹杖', 'n', 8]
['世外', 's', 8]
['旅', 'n', 8]
['不二', 'm', 8]
['障', 'n', 8]
['薄命', 'nz', 8]
['翠柏', 'nr', 8]
['地道', 'n', 8]
['犬吠', 'n', 8]
['广告', 'n', 8]
['玄虚', 'nr', 8]
['白衣', 'n', 8]
['骑牛', 'n', 8]
['骄阳', 'n', 8]
['神女', 'n', 8]
['千篇', 'm', 8]
['咬', 'v', 8]
['钟鼓', 'n', 8]
['半夏', 'n', 8]
['族', 'ng', 8]
['秋霜', 'nr', 8]
['娘子', 'n', 8]
['云遮', 'l', 8]
['卢', 'nr', 8]
['思旧', 'n', 8]
['佳肴', 'n', 8]
['一手', 'm', 8]
['老本', 'n', 8]
['良宵', 'n', 8]
['道', 'q', 8]
['登峰', 'nz', 8]
['神游', 'n', 8]
['恼', 'zg', 8]
['痛楚', 'a', 8]
['燕赵', 'nr', 8]
['人', 'n', 8]
['衫', 'ng', 8]
['前', 'f', 8]
['慧眼', 'nr', 8]
['山风', 'n', 8]
['符', 'v', 8]
['片片', 'm', 8]
['颜回', 'nr', 8]
['十二', 'm', 8]
['时髦', 'nr', 8]
['海底', 's', 8]
['星火', 'n', 8]
['宝盖', 'nr', 8]
['精英', 'n', 8]
['文学', 'n', 8]
['扬州', 'ns', 8]
['骑马', 'n', 8]
['翻天', 'v', 8]
['以后', 'f', 8]
['洋洋', 'ns', 8]
['疑无路', 'i', 8]
['弟兄', 'n', 8]
['敬业', 'n', 8]
['当', 't', 8]
['心眼', 'n', 8]
['隐约', 'z', 8]
['刚柔', 'a', 8]
['堂上', 'n', 8]
['秋收', 'nr', 8]
['父子', 'n', 8]
['颜色', 'n', 8]
['垒', 'v', 8]
['甘露', 'v', 8]
['老鼠', 'n', 8]
['成龙', 'nr', 8]
['纱', 'zg', 8]
['动人', 'n', 8]
['灯前', 't', 8]
['闲居', 'v', 8]
['敏捷', 'a', 8]
['挑灯', 'v', 8]
['痴人', 'n', 8]
['铭心', 'n', 8]
['警察', 'v', 8]
['画', 'v', 8]
['居高', 'nr', 8]
['中风', 'ns', 8]
['规章', 'n', 8]
['贮', 'v', 8]
['泪', 'n', 8]
['栽花', 'vn', 8]
['违', 'vg', 8]
['随流', 'n', 8]
['疏篱', 'n', 8]
['雅兴', 'ns', 8]
['羊毫', 'n', 8]
['河东', 'ns', 8]
['名花', 'n', 8]
['独上', 'v', 8]
['诸子', 'nr', 8]
['寓', 'n', 8]
['滴滴', 'n', 8]
['于今', 'nr', 8]
['黄绿', 'nr', 8]
['梦境', 'n', 8]
['搏', 'v', 8]
['论语', 'nz', 8]
['美容', 'n', 8]
['一双', 'm', 8]
['烦心', 'a', 8]
['老成', 'nrfg', 8]
['疯', 'v', 8]
['分心', 'v', 8]
['终身', 'd', 8]
['茅塞', 'nr', 8]
['篇章', 'n', 8]
['满目', 'n', 8]
['人', 'n', 8]
['秃笔', 'n', 8]
['金蛇', 'n', 8]
['池边', 's', 8]
['此刻', 'r', 8]
['金声', 'n', 8]
['万卷书', 'nr', 8]
['相宜', 'v', 8]
['黄鹂', 'n', 8]
['诗名', 'n', 8]
['等闲', 'v', 8]
['烂漫', 'z', 8]
['天津', 'ns', 8]
['微风', 'n', 8]
['玉壶', 'nr', 8]
['云生', 'nr', 8]
['穿针', 'n', 8]
['浪', 'n', 8]
['新曲', 'n', 8]
['开放', 'v', 8]
['悬壶', 'n', 8]
['离别', 'v', 8]
['征途', 'n', 8]
['满腹', 'n', 8]
['行路难', 'n', 8]
['是', 'v', 8]
['坑', 'n', 8]
['古树', 'n', 8]
['胜地', 'n', 8]
['出塞', 'v', 8]
['世俗', 'n', 8]
['晨曦', 'n', 8]
['算盘', 'v', 8]
['外', 'f', 8]
['新茶', 'n', 8]
['地利', 'n', 8]
['光寒', 'n', 8]
['情', 'n', 8]
['去来', 't', 8]
['二人', 'nrt', 8]
['荡荡', 'v', 8]
['伐', 'v', 8]
['渔唱', 'n', 8]
['解惑', 'v', 8]
['水', 'n', 8]
['佳境', 'n', 8]
['云', 'n', 8]
['水色', 'n', 8]
['竹间', 'n', 8]
['色彩', 'n', 8]
['积德', 'n', 8]
['忘情', 'v', 8]
['计较', 'v', 8]
['弥勒', 'nz', 8]
['二两', 'm', 8]
['一丝', 'm', 8]
['传', 'n', 8]
['风雪', 'n', 8]
['古渡', 'nr', 8]
['兼修', 'v', 8]
['杠', 'n', 8]
['官员', 'n', 8]
['酒兴', 'ns', 8]
['时', 'n', 8]
['绝色', 'n', 8]
['一面', 'm', 8]
['生气', 'n', 8]
['万重', 'm', 8]
['近视', 'v', 8]
['湖边', 's', 8]
['佛法', 'nz', 8]
['心理', 'n', 8]
['嗔', 'v', 8]
['合欢', 'v', 8]
['小说', 'n', 8]
['月', 'm', 8]
['武汉', 'ns', 8]
['枫红', 'n', 8]
['照水', 'n', 8]
['逾', 'vg', 8]
['欢歌', 'v', 8]
['借酒', 'v', 8]
['未能', 'v', 8]
['玛瑙', 'nrt', 8]
['叟', 'g', 8]
['牢骚', 'n', 8]
['地', 'uv', 8]
['牧笛', 'nr', 8]
['句', 'q', 8]
['满身', 'v', 8]
['岭南', 'ns', 8]
['平原', 'ns', 8]
['高照', 'n', 8]
['伴侣', 'n', 8]
['引来', 'v', 8]
['深秋', 't', 8]
['帆影', 'n', 8]
['豁达', 'a', 8]
['彩霞', 'n', 8]
['婵娟', 'n', 8]
['仓', 'nr', 8]
['巴西', 'ns', 8]
['国泰', 'nz', 8]
['孙子', 'nr', 8]
['星河', 'n', 8]
['月', 'm', 8]
['面', 'n', 8]
['姐', 'n', 8]
['男女', 'n', 8]
['紫陌', 'nr', 8]
['猿', 'ng', 8]
['腹中', 's', 8]
['随处', 'd', 8]
['打擂', 'v', 8]
['思亲', 'n', 8]
['裹', 'v', 8]
['首都', 'd', 8]
['烟水', 'n', 8]
['帖', 'q', 8]
['风动', 'n', 8]
['高深', 'b', 8]
['心虚', 'n', 8]
['晖', 'nr', 8]
['气势', 'n', 8]
['簇', 'zg', 8]
['梦醒', 'v', 8]
['规矩', 'n', 8]
['唇', 'zg', 8]
['文星', 'n', 8]
['阴谋', 'n', 8]
['风凉', 'a', 8]
['四十', 'm', 8]
['温柔', 'a', 8]
['冷眼', 'a', 8]
['说话', 'v', 8]
['三才', 't', 8]
['忧愁', 'a', 8]
['健儿', 'n', 8]
['佛脚', 'ns', 8]
['花', 'v', 8]
['大师', 'n', 8]
['心', 'n', 8]
['火烧', 'n', 8]
['神龙', 'nz', 8]
['漠漠', 'ns', 8]
['写意', 'v', 8]
['上帝', 'n', 8]
['仇', 'n', 8]
['无定', 'd', 8]
['老师', 'n', 8]
['过往', 't', 8]
['峰峦', 'n', 8]
['先进', 'a', 8]
['交易', 'n', 8]
['细柳', 'n', 8]
['东山', 'ns', 8]
['劳动', 'vn', 8]
['知道', 'v', 8]
['灿', 'ag', 8]
['大圣', 'ns', 8]
['国富', 'nz', 8]
['独秀', 'a', 8]
['圃', 'ng', 8]
['五星', 'nz', 8]
['仁义', 'nr', 8]
['工人', 'n', 8]
['羊', 'n', 8]
['岂容', 'v', 8]
['寡欲', 'n', 8]
['善心', 'n', 8]
['无虑', 'v', 8]
['民富', 'a', 8]
['乐事', 'n', 8]
['无欺', 'v', 8]
['新篇', 'b', 8]
['牌', 'n', 8]
['酒鬼', 'n', 8]
['千言', 'n', 8]
['雪天', 't', 8]
['六月', 't', 8]
['以', 'p', 8]
['樱桃', 'n', 8]
['添作', 'v', 8]
['感人', 'n', 8]
['监', 'vn', 8]
['缥缈', 'a', 8]
['歪', 'v', 8]
['羊肠', 'n', 8]
['本性', 'n', 8]
['日', 'm', 8]
['上', 'f', 8]
['凄凉', 'a', 8]
['柳枝', 'nr', 8]
['池中', 'nr', 8]
['笑声', 'n', 8]
['一统', 'n', 8]
['朵', 'm', 8]
['捷报', 'nz', 8]
['天机', 'n', 8]
['敞', 'v', 8]
['郭', 'nr', 7]
['奔流', 'v', 7]
['宣传', 'vn', 7]
['赫', 'nr', 7]
['峻岭', 'n', 7]
['中年', 't', 7]
['驭', 'n', 7]
['花样', 'n', 7]
['毕', 'v', 7]
['凝霜', 'nz', 7]
['秋天', 't', 7]
['汉室', 'nz', 7]
['道行', 'j', 7]
['红粉', 'nz', 7]
['名园', 'n', 7]
['夜长', 'n', 7]
['冤', 'n', 7]
['逆', 'vg', 7]
